0.png,-0.213975
1.png,0.231021
2.png,-3.473351
3.png,-0.070574
4.png,0.269762
5.png,0.017622
6.png,0.213353
7.png,1.640315
8.png,0.408767
9.png,0.105802
10.png,-1.037429
11.png,0.213975
12.png,0
13.png,1.739568
14.png,-0.141292
15.png,0
16.png,0.526622
17.png,0.052881
18.png,0
19.png,-0.035274
20.png,0.052877
21.png,-0.088281
22.png,0.14116
23.png,-0.176548
24.png,-0.105916
25.png,0.070552
26.png,-0.762444
27.png,0.214268
28.png,-0.123964
29.png,-0.391843
30.png,0.395072
31.png,0.088235
32.png,-0.070587
33.png,-0.088263
34.png,0.426856
35.png,0.070587
36.png,-2.397963
37.png,-0.141219
38.png,-0.035253
39.png,-0.414473
40.png,-0.03525
41.png,-1.049544
42.png,-0.435323
43.png,0.035248
44.png,0.123579
45.png,-0.017624
46.png,0.141437
47.png,-0.359878
48.png,0.25344
49.png,0.035253
50.png,-0.195229
51.png,0.420647
52.png,-0.017623
53.png,-0.355992
54.png,0.141646
55.png,-0.017623
56.png,0
57.png,0.548927
58.png,0.126931
59.png,0.141437
60.png,-0.070546
61.png,0.141343
62.png,-0.813856
63.png,0.197251
64.png,-0.052908
65.png,-0.502065
66.png,0.230321
67.png,-0.124084
68.png,-0.449329
69.png,-0.247889
70.png,0.052995
71.png,1.008133
72.png,-0.105961
73.png,0.105973
74.png,0.213562
75.png,0.017623
76.png,1.086443
77.png,0.625823
78.png,-0.377725
79.png,0.414278
80.png,2.459888
81.png,0.26947
82.png,0.017622
83.png,-0.321369
84.png,0.123493
85.png,0.483017
86.png,-0.751224
87.png,0.355866
88.png,0.374243
89.png,1.086753
90.png,0.327817
91.png,-1.842165
92.png,-0.213353
93.png,0.088296
94.png,-0.862414
95.png,-1.068533
96.png,-0.105889
97.png,-0.547683
98.png,-0.32206
99.png,-0.40188
100.png,-1.662403
101.png,-0.035286
102.png,0.088147
103.png,-0.30222
104.png,0.070563
105.png,1.381223
106.png,-0.07075
107.png,-1.13485
108.png,-0.950058
109.png,0.017623
110.png,0
111.png,-0.017623
112.png,-0.105861
113.png,-0.017622
114.png,-0.536022
115.png,0.14121
116.png,-0.017622
117.png,0.575407
118.png,-0.195412
119.png,-0.03525
120.png,0.999689
121.png,0
122.png,-0.725802
123.png,0.052915
124.png,-0.144575
125.png,-0.052893
126.png,0.393369
127.png,0.123827
128.png,-0.088232
129.png,-0.821366
130.png,0.088296
131.png,-0.935492
132.png,0.418522
133.png,0.105955
134.png,0.231806
135.png,0.23486
136.png,0.123685
137.png,-0.19489
138.png,1.206969
139.png,0.566757
140.png,-1.410113
141.png,-1.212855
142.png,-0.052906
143.png,0.159528
144.png,0.176673
145.png,0.105804
146.png,0.017622
147.png,0.07057
148.png,0.105855
149.png,0.213219
150.png,0.345116
151.png,-2.035711
152.png,0.070574
153.png,-0.285542
154.png,-0.195889
155.png,0.305595
156.png,-1.568398
157.png,-0.178102
158.png,0.088245
159.png,0.177144
160.png,0.088199
161.png,-0.017622
162.png,-0.088168
163.png,-0.356646
164.png,0.035261
165.png,-0.579397
166.png,-0.070523
167.png,1.40531
168.png,0.105839
169.png,-0.232849
170.png,-0.249555
171.png,0.141744
172.png,-1.945113
173.png,0.052898
174.png,-0.232849
175.png,-1.51953
176.png,0.052887
177.png,-0.052898
178.png,0.231671
179.png,0.052902
180.png,-0.176633
181.png,0.159437
182.png,0.07052
183.png,-0.017622
184.png,-1.72452
185.png,0.070657
186.png,-0.177639
187.png,-0.142486
188.png,0.017623
189.png,1.304721
190.png,0.070521
191.png,0.266607
192.png,-0.251395
193.png,-0.745097
194.png,-0.070534
195.png,-0.159023
196.png,-0.088173
197.png,-0.231484
198.png,-0.195833
199.png,1.912747
200.png,-0.90727
201.png,0.32059
202.png,1.406604
203.png,1.240102
204.png,0.378978
205.png,0.141565
206.png,-0.035245
207.png,0.088195
208.png,-0.448675
209.png,1.600103
210.png,0
211.png,0.500137
212.png,0.378261
213.png,-0.105858
214.png,1.307078
215.png,2.104962
216.png,-0.017623
217.png,-0.212684
218.png,0.285233
219.png,0.070523
220.png,-0.515658
221.png,-0.232642
222.png,0.142136
223.png,-0.230603
224.png,-0.539438
225.png,-1.195868
226.png,-0.052912
227.png,-0.035251
228.png,0.473462
229.png,0.035254
230.png,0
231.png,0.000002
232.png,0.827335
233.png,0.361905
234.png,0.521109
235.png,0.052895
236.png,0.035256
237.png,-0.070549
238.png,0.105885
239.png,0
240.png,-0.324695
241.png,-0.773638
242.png,1.172376
243.png,-0.017622
244.png,-0.468831
245.png,0.142991
246.png,0
247.png,-0.017622
248.png,0.088263
249.png,0.035247
250.png,0
251.png,0.646978
252.png,0.141665
253.png,0.215229
254.png,0.325744
255.png,0.070513
256.png,-0.26907
257.png,-0.411426
258.png,-0.195833
259.png,-0.159006
260.png,0.035251
261.png,0.088232
262.png,-0.475318
263.png,-0.195889
264.png,-1.0138
265.png,0.917759
266.png,-0.341521
267.png,-0.768303
268.png,2.012329
269.png,0.346986
270.png,-0.338966
271.png,-0.571649
272.png,-0.070593
273.png,0.017623
274.png,0.194345
275.png,0.265634
276.png,0.052875
277.png,-0.590482
278.png,0.316182
279.png,0.275476
280.png,0.431236
281.png,0.543735
282.png,-0.321369
283.png,1.303158
284.png,0.447549
285.png,-0.159304
286.png,0.231877
287.png,0.052886
288.png,0.088183
289.png,-0.594978
290.png,0.177431
291.png,-0.10637
292.png,0.393398
293.png,0.504017
294.png,1.607143
295.png,0.286184
296.png,0.52358
297.png,0.035308
298.png,1.311824
299.png,0.543317
300.png,-0.212193
301.png,-0.035252
302.png,0.212737
303.png,-1.321625
304.png,2.046312
305.png,-1.029682
306.png,1.707223
307.png,1.112698
308.png,1.020607
309.png,-1.945306
310.png,1.34925
311.png,-0.12361
312.png,-0.77935
313.png,-0.304518
314.png,-0.656555
315.png,-1.592326
316.png,-0.615149
317.png,-1.007077
318.png,-0.017622
319.png,-0.070506
320.png,0.86718
321.png,0.571128
322.png,0.839852
323.png,-0.664256
324.png,-0.446121
325.png,0.811701
326.png,1.723367
327.png,-0.44478
328.png,-0.230143
329.png,0.194213
330.png,0.557125
331.png,-0.736595
332.png,-0.141111
333.png,-1.913042
334.png,0.106164
335.png,0.231315
336.png,0.373749
337.png,-0.266865
338.png,-0.396276
339.png,-0.510759
340.png,-0.611834
341.png,-0.412177
342.png,-0.410308
343.png,1.398615
344.png,-0.571095
345.png,-0.45866
346.png,-0.582317
347.png,-0.710976
348.png,-1.576353
349.png,1.325508
350.png,0.626646
351.png,-0.14155
352.png,-0.361227
353.png,-0.362395
354.png,-0.380978
355.png,-0.398748
356.png,-0.417605
357.png,-0.514643
358.png,-0.513231
359.png,-0.515658
360.png,0.563703
361.png,-0.070537
362.png,-0.231161
363.png,-0.05289
364.png,-0.231021
365.png,-0.105916
366.png,-0.017622
367.png,-0.212608
368.png,-0.017622
369.png,-0.470222
370.png,-0.635201
371.png,-0.123738
372.png,-0.285091
373.png,-0.437527
374.png,0.19467
375.png,0.740133
376.png,0.518491
377.png,0.194636
378.png,-0.212766
379.png,0.30295
380.png,-0.322649
381.png,0.413725
382.png,-1.604058
383.png,-0.490743
384.png,0.429865
385.png,0.33932
386.png,0.404338
387.png,-0.470477
388.png,-0.105861
389.png,-0.070546
390.png,1.622478
391.png,-0.752423
392.png,-0.974531
393.png,-0.581798
394.png,0
395.png,-0.659305
396.png,-0.568862
397.png,-0.215471
398.png,0.66367
399.png,1.842948
400.png,-0.251672
401.png,-0.308366
402.png,-0.528458
403.png,-0.550781
404.png,-0.554211
405.png,-0.349334
406.png,-0.349781
407.png,-0.894822
408.png,0.576531
409.png,-0.719237
410.png,-1.090682
411.png,-0.911408
412.png,-0.907949
413.png,-0.399583
414.png,-0.231426
415.png,1.762405
416.png,0.285986
417.png,-0.088263
418.png,0.017622
419.png,-0.070559
420.png,0.177463
421.png,0.306252
422.png,1.271741
423.png,-0.195678
424.png,-0.088301
425.png,-0.305751
426.png,-0.088306
427.png,-0.177529
428.png,-0.19563
429.png,-0.159579
430.png,0.070558
431.png,-0.38045
432.png,-0.419532
433.png,-0.343607
434.png,-0.343384
435.png,-0.141646
436.png,-0.361672
437.png,-0.398487
438.png,0.322285
439.png,-0.769597
440.png,0.642963
441.png,-0.212795
442.png,0.910636
443.png,0.141378
444.png,-0.250098
445.png,-0.460571
446.png,-0.035252
447.png,-0.268284
448.png,-0.323805
449.png,0.105944
450.png,0.052889
451.png,-1.718914
452.png,-0.530651
453.png,0.088255
454.png,-0.378451
455.png,-0.035251
456.png,-0.195229
457.png,-0.923978
458.png,1.353648
459.png,-0.359878
460.png,-0.414337
461.png,-0.199653
462.png,-0.348903
463.png,-0.292236
464.png,-0.289752
465.png,-0.386563
466.png,-0.217919
467.png,-0.259446
468.png,-0.56713
469.png,-0.699993
470.png,-0.794553
471.png,-0.608154
472.png,-0.433311
473.png,-0.567629
474.png,-0.303096
475.png,-0.248817
476.png,-0.266921
477.png,-0.376505
478.png,-0.395072
479.png,-0.339715
480.png,0.412314
481.png,-0.052881
482.png,-0.432077
483.png,-0.266656
484.png,-0.285091
485.png,-0.303252
486.png,-1.8429
487.png,0
488.png,0.088154
489.png,-0.229949
490.png,-0.266016
491.png,-0.070518
492.png,-0.194469
493.png,-0.088171
494.png,-0.266225
495.png,-0.376784
496.png,1.596325
497.png,-0.320156
498.png,-0.284441
499.png,-0.194802
500.png,-0.526918
501.png,-0.66166
502.png,-0.37708
503.png,-0.320802
504.png,-1.074484
505.png,-0.430565
506.png,-0.23074
507.png,-0.471863
508.png,-0.433538
509.png,-0.397752
510.png,0.580911
511.png,0.105863
512.png,-0.212684
513.png,-0.159171
514.png,-0.123599
515.png,-0.469498
516.png,-0.26681
517.png,-0.176973
518.png,-0.035249
519.png,-0.41488
520.png,-0.35768
521.png,-0.070532
522.png,-0.070531
523.png,-0.212988
524.png,-0.32206
525.png,-0.105973
526.png,-0.343384
527.png,-0.286738
528.png,-0.231484
529.png,1.056946
530.png,-0.212311
531.png,1.014941
532.png,-1.1228
533.png,-0.616632
534.png,-0.931498
535.png,0.070524
536.png,-0.320214
537.png,0
538.png,0.230371
539.png,0.639634
540.png,0
541.png,1.313703
542.png,0.698011
543.png,0.105861
544.png,-0.105925
545.png,-0.017622
546.png,0.105925
547.png,-0.266758
548.png,0.088197
549.png,0.158898
550.png,-0.212455
551.png,-0.52358
552.png,1.52794
553.png,-0.591889
554.png,0.303022
555.png,-0.123513
556.png,0.535063
557.png,-0.38071
558.png,-0.105999
559.png,-0.035252
560.png,-0.08822
561.png,0.450247
562.png,0.017622
563.png,0.123599
564.png,-0.052905
565.png,-0.231877
566.png,-0.477957
567.png,0.052908
568.png,-0.141219
569.png,-0.105839
570.png,-2.071607
571.png,0.564996
572.png,0.052892
573.png,0.0529
574.png,-1.703158
575.png,0.052901
576.png,1.663545
577.png,0.052906
578.png,1.444185
579.png,0
580.png,1.516807
581.png,1.148935
582.png,0.643611
583.png,0
584.png,1.43313
585.png,0.270975
586.png,0
587.png,-0.305021
588.png,-0.159339
